tradingitemid,fromdate,todate,divadjfactor
2643541,2018-08-17 00:00:00.000000,2018-11-14 00:00:00.000000,0.9975018925
2643541,2018-11-15 00:00:00.000000,,1.0000000000
2643643,2017-11-09 00:00:00.000000,2018-02-07 00:00:00.000000,0.9652316726
2664030,2017-12-28 00:00:00.000000,2018-03-27 00:00:00.000000,0.9172979489
2664030,2018-03-28 00:00:00.000000,2018-06-27 00:00:00.000000,0.9223006646
2664030,2018-06-28 00:00:00.000000,2018-09-26 00:00:00.000000,0.9283052262
2664030,2018-09-27 00:00:00.000000,2018-12-26 00:00:00.000000,0.9362476049
2664030,2018-12-27 00:00:00.000000,2019-03-27 00:00:00.000000,0.9490975583
2664030,2019-03-28 00:00:00.000000,2019-06-26 00:00:00.000000,0.9596712833
2664030,2019-06-27 00:00:00.000000,2019-10-02 00:00:00.000000,0.9706766880
2664030,2019-10-03 00:00:00.000000,2020-01-01 00:00:00.000000,0.9792942012
2664030,2020-01-02 00:00:00.000000,2020-04-01 00:00:00.000000,0.9870700802
2664030,2020-04-02 00:00:00.000000,,1.0000000000
2591803,2017-12-07 00:00:00.000000,2018-03-07 00:00:00.000000,0.9319705425
2591803,2018-03-08 00:00:00.000000,2018-06-06 00:00:00.000000,0.9370961771
2591803,2018-06-07 00:00:00.000000,2018-09-12 00:00:00.000000,0.9418712776
2591803,2018-09-13 00:00:00.000000,2018-12-12 00:00:00.000000,0.9463092125
2591803,2018-12-13 00:00:00.000000,2019-03-06 00:00:00.000000,0.9516960426
2591803,2019-03-07 00:00:00.000000,2019-06-12 00:00:00.000000,0.9566508328
2591803,2019-06-13 00:00:00.000000,2019-09-11 00:00:00.000000,0.9612470388
2591803,2019-09-12 00:00:00.000000,2019-12-11 00:00:00.000000,0.9659828365
2591803,2019-12-12 00:00:00.000000,2020-03-11 00:00:00.000000,0.9712677784
2591803,2020-03-12 00:00:00.000000,2020-06-10 00:00:00.000000,0.9772763010
2591803,2020-06-11 00:00:00.000000,2020-09-09 00:00:00.000000,0.9830090506
2591803,2020-09-10 00:00:00.000000,2020-12-09 00:00:00.000000,0.9895696537
2591803,2020-12-10 00:00:00.000000,2021-03-10 00:00:00.000000,0.9948920745
2591803,2021-03-11 00:00:00.000000,,1.0000000000
2591829,2000-01-01 00:00:00.000000,,1.0000000000
2643643,2018-02-08 00:00:00.000000,2018-05-08 00:00:00.000000,0.9680765661
2643643,2018-05-09 00:00:00.000000,2018-08-08 00:00:00.000000,0.9707997069
2643643,2018-08-09 00:00:00.000000,2018-11-07 00:00:00.000000,0.9732219482
2643643,2018-11-08 00:00:00.000000,2019-02-07 00:00:00.000000,0.9754413826
2643643,2019-02-08 00:00:00.000000,2019-05-08 00:00:00.000000,0.9781722544
2643643,2019-05-09 00:00:00.000000,2019-08-07 00:00:00.000000,0.9809765708
2643643,2019-08-08 00:00:00.000000,2019-11-06 00:00:00.000000,0.9841347049
2643643,2019-11-07 00:00:00.000000,2020-02-06 00:00:00.000000,0.9881211385
2643643,2020-02-07 00:00:00.000000,2020-05-07 00:00:00.000000,0.9911452276
2643643,2020-05-08 00:00:00.000000,2020-08-06 00:00:00.000000,0.9930499026
2643643,2020-08-07 00:00:00.000000,2020-11-08 00:00:00.000000,0.9945334506
2643643,2020-11-09 00:00:00.000000,2021-02-08 00:00:00.000000,0.9978511953
2643643,2021-02-09 00:00:00.000000,,1.0000000000
2643691,2017-10-05 00:00:00.000000,2018-01-07 00:00:00.000000,0.9816028559
2591859,2017-12-28 00:00:00.000000,2018-03-27 00:00:00.000000,0.8922374610
2591859,2018-03-28 00:00:00.000000,2018-06-27 00:00:00.000000,0.9004776386
2591859,2018-06-28 00:00:00.000000,2018-09-26 00:00:00.000000,0.9083502574
2591859,2018-09-27 00:00:00.000000,2018-12-27 00:00:00.000000,0.9159052811
2591859,2018-12-28 00:00:00.000000,2019-03-27 00:00:00.000000,0.9237358078
2591859,2019-03-28 00:00:00.000000,2019-06-26 00:00:00.000000,0.9307797973
2591859,2019-06-27 00:00:00.000000,2019-09-26 00:00:00.000000,0.9378622227
2591859,2019-09-27 00:00:00.000000,2019-12-29 00:00:00.000000,0.9445218068
2591859,2019-12-30 00:00:00.000000,2020-03-29 00:00:00.000000,0.9514467207
2591859,2020-03-30 00:00:00.000000,2020-06-28 00:00:00.000000,0.9609803751
2591859,2020-06-29 00:00:00.000000,2020-09-28 00:00:00.000000,0.9711810480
2591859,2020-09-29 00:00:00.000000,2020-12-29 00:00:00.000000,0.9814851843
2591859,2020-12-30 00:00:00.000000,2021-03-29 00:00:00.000000,0.9915132106
2591859,2021-03-30 00:00:00.000000,,1.0000000000
2664274,2017-11-30 00:00:00.000000,2018-02-28 00:00:00.000000,0.8908924860
2664274,2018-03-01 00:00:00.000000,2018-06-06 00:00:00.000000,0.8991058422
2664274,2018-06-07 00:00:00.000000,2018-09-12 00:00:00.000000,0.9066712871
2664274,2018-09-13 00:00:00.000000,2018-11-28 00:00:00.000000,0.9156981755
2664274,2018-11-29 00:00:00.000000,2019-02-27 00:00:00.000000,0.9273981897
2664274,2019-02-28 00:00:00.000000,2019-06-05 00:00:00.000000,0.9397586517
2664274,2019-06-06 00:00:00.000000,2019-09-04 00:00:00.000000,0.9536507361
2664274,2019-09-05 00:00:00.000000,2019-12-04 00:00:00.000000,0.9659886832
2664274,2019-12-05 00:00:00.000000,2020-03-04 00:00:00.000000,0.9772134321
2664274,2020-03-05 00:00:00.000000,2020-12-02 00:00:00.000000,0.9890753588
2664274,2020-12-03 00:00:00.000000,2021-03-03 00:00:00.000000,0.9949299135
2664274,2021-03-04 00:00:00.000000,,1.0000000000
2643691,2018-01-08 00:00:00.000000,2018-04-05 00:00:00.000000,0.9831216098
2643691,2018-04-06 00:00:00.000000,2018-07-05 00:00:00.000000,0.9845955017
2643691,2018-07-06 00:00:00.000000,2018-10-03 00:00:00.000000,0.9860692465
2643691,2018-10-04 00:00:00.000000,2019-01-07 00:00:00.000000,0.9874353489
2643691,2019-01-08 00:00:00.000000,2019-04-04 00:00:00.000000,0.9891355577
2643691,2019-04-05 00:00:00.000000,2019-07-04 00:00:00.000000,0.9904627365
2643691,2019-07-05 00:00:00.000000,2019-10-02 00:00:00.000000,0.9916758397
2643691,2019-10-03 00:00:00.000000,2020-01-07 00:00:00.000000,0.9930350546
2643691,2020-01-08 00:00:00.000000,2020-04-06 00:00:00.000000,0.9944451175
2643691,2020-04-07 00:00:00.000000,2020-07-06 00:00:00.000000,0.9960780584
2643691,2020-07-07 00:00:00.000000,2020-10-04 00:00:00.000000,0.9973780820
2643691,2020-10-05 00:00:00.000000,2021-01-06 00:00:00.000000,0.9986714691
2643691,2021-01-07 00:00:00.000000,,1.0000000000
2643725,2017-11-30 00:00:00.000000,2018-03-15 00:00:00.000000,0.9742995687
2643725,2018-03-16 00:00:00.000000,2018-06-10 00:00:00.000000,0.9771616015
2643725,2018-06-11 00:00:00.000000,2018-09-11 00:00:00.000000,0.9797296253
2643725,2018-09-12 00:00:00.000000,2018-12-05 00:00:00.000000,0.9819736236
2643725,2018-12-06 00:00:00.000000,2019-03-14 00:00:00.000000,0.9846834300
2643725,2019-03-15 00:00:00.000000,2019-06-09 00:00:00.000000,0.9875051895
2643725,2019-06-10 00:00:00.000000,2019-09-10 00:00:00.000000,0.9900512066
2643725,2019-09-11 00:00:00.000000,2019-12-04 00:00:00.000000,0.9923908856
2643725,2019-12-05 00:00:00.000000,2020-03-15 00:00:00.000000,0.9946127538
2643725,2020-03-16 00:00:00.000000,2021-03-14 00:00:00.000000,0.9976757462
2643725,2021-03-15 00:00:00.000000,,1.0000000000
2649046,2017-12-11 00:00:00.000000,2018-03-08 00:00:00.000000,0.9762649155
2664300,2017-11-16 00:00:00.000000,2018-02-28 00:00:00.000000,0.8983393438
2664300,2018-03-01 00:00:00.000000,2018-05-16 00:00:00.000000,0.9044645114
2664300,2018-05-17 00:00:00.000000,2018-08-29 00:00:00.000000,0.9110306006
2664300,2018-08-30 00:00:00.000000,2018-11-14 00:00:00.000000,0.9191711226
2664300,2018-11-15 00:00:00.000000,2019-02-27 00:00:00.000000,0.9285429356
2664300,2019-02-28 00:00:00.000000,2019-05-15 00:00:00.000000,0.9360739631
2664300,2019-05-16 00:00:00.000000,2019-08-28 00:00:00.000000,0.9447493473
2664300,2019-08-29 00:00:00.000000,2019-11-13 00:00:00.000000,0.9530780222
2664300,2019-11-14 00:00:00.000000,2020-02-26 00:00:00.000000,0.9607496993
2664300,2020-02-27 00:00:00.000000,2020-05-13 00:00:00.000000,0.9692200515
2664300,2020-05-14 00:00:00.000000,2020-08-26 00:00:00.000000,0.9805614855
2664300,2020-08-27 00:00:00.000000,2020-11-18 00:00:00.000000,0.9871446442
2664300,2020-11-19 00:00:00.000000,2021-02-24 00:00:00.000000,0.9935407193
2664300,2021-02-25 00:00:00.000000,,1.0000000000
2591945,2017-12-05 00:00:00.000000,2018-03-05 00:00:00.000000,0.9401784493
2591945,2018-03-06 00:00:00.000000,2018-06-04 00:00:00.000000,0.9438786443
2591945,2018-06-05 00:00:00.000000,2018-09-03 00:00:00.000000,0.9485151161
2591945,2018-09-04 00:00:00.000000,2018-12-03 00:00:00.000000,0.9532277843
2591945,2018-12-04 00:00:00.000000,2019-03-04 00:00:00.000000,0.9584089116
2591945,2019-03-05 00:00:00.000000,2019-06-03 00:00:00.000000,0.9629865972
2591945,2019-06-04 00:00:00.000000,2019-09-02 00:00:00.000000,0.9682958389
2591945,2019-09-03 00:00:00.000000,2019-12-02 00:00:00.000000,0.9731798426
2591945,2019-12-03 00:00:00.000000,2020-03-02 00:00:00.000000,0.9775837149
2591945,2020-03-03 00:00:00.000000,2020-06-01 00:00:00.000000,0.9823312537
2591945,2020-06-02 00:00:00.000000,2020-08-31 00:00:00.000000,0.9874006738
2591945,2020-09-01 00:00:00.000000,2020-11-30 00:00:00.000000,0.9923888490
2591945,2020-12-01 00:00:00.000000,2021-03-01 00:00:00.000000,0.9965260268
2591945,2021-03-02 00:00:00.000000,,1.0000000000
2592140,2017-11-09 00:00:00.000000,2018-02-07 00:00:00.000000,0.8909282397
2592140,2018-02-08 00:00:00.000000,2018-03-04 00:00:00.000000,0.8964247123
2592140,2018-03-05 00:00:00.000000,2018-05-09 00:00:00.000000,0.8971683589
2592140,2018-05-10 00:00:00.000000,2018-08-08 00:00:00.000000,0.9033364428
2592140,2018-08-09 00:00:00.000000,2018-11-07 00:00:00.000000,0.9104258965
2592140,2018-11-08 00:00:00.000000,2019-02-11 00:00:00.000000,0.9178381487
2592140,2019-02-12 00:00:00.000000,2019-05-13 00:00:00.000000,0.9252481846
2592140,2019-05-14 00:00:00.000000,2019-08-12 00:00:00.000000,0.9330835326
2592140,2019-08-13 00:00:00.000000,2019-11-06 00:00:00.000000,0.9421700418
2592140,2019-11-07 00:00:00.000000,2020-02-12 00:00:00.000000,0.9499068395
2592140,2020-02-13 00:00:00.000000,2020-05-13 00:00:00.000000,0.9578241960
2592140,2020-05-14 00:00:00.000000,2020-08-12 00:00:00.000000,0.9716478294
2592140,2020-08-13 00:00:00.000000,2020-11-11 00:00:00.000000,0.9824813657
2592140,2020-11-12 00:00:00.000000,2021-02-10 00:00:00.000000,0.9916216719
2592140,2021-02-11 00:00:00.000000,,1.0000000000
2649046,2018-03-09 00:00:00.000000,2018-07-08 00:00:00.000000,0.9909975859
2649046,2018-07-09 00:00:00.000000,2018-09-06 00:00:00.000000,0.9940239399
2649046,2018-09-07 00:00:00.000000,2018-12-06 00:00:00.000000,0.9973875396
2649046,2018-12-07 00:00:00.000000,,1.0000000000
2649082,2000-01-01 00:00:00.000000,2019-02-07 00:00:00.000000,0.7843644121
2664436,2017-12-07 00:00:00.000000,2018-03-07 00:00:00.000000,0.8102577772
2664436,2018-03-08 00:00:00.000000,2018-06-06 00:00:00.000000,0.8204158761
2664436,2018-06-07 00:00:00.000000,2018-09-05 00:00:00.000000,0.8312066459
2664436,2018-09-06 00:00:00.000000,2018-12-12 00:00:00.000000,0.8409083369
2664436,2018-12-13 00:00:00.000000,2019-03-06 00:00:00.000000,0.8528961287
2664436,2019-03-07 00:00:00.000000,2019-06-05 00:00:00.000000,0.8649132043
2664436,2019-06-06 00:00:00.000000,2019-09-11 00:00:00.000000,0.8768777845
2649082,2019-02-08 00:00:00.000000,,1.0000000000
2649128,2017-11-09 00:00:00.000000,2018-02-07 00:00:00.000000,0.9546769581
2664436,2019-09-12 00:00:00.000000,2019-12-11 00:00:00.000000,0.8904340725
2664436,2019-12-12 00:00:00.000000,2020-03-11 00:00:00.000000,0.9052681342
2664436,2020-03-12 00:00:00.000000,2020-06-10 00:00:00.000000,0.9284504167
2664436,2020-06-11 00:00:00.000000,2020-09-09 00:00:00.000000,0.9472640017
2664436,2020-09-10 00:00:00.000000,2020-12-09 00:00:00.000000,0.9656396370
2664436,2020-12-10 00:00:00.000000,2021-03-10 00:00:00.000000,0.9831967213
2664436,2021-03-11 00:00:00.000000,,1.0000000000
2592681,2017-11-30 00:00:00.000000,2018-02-27 00:00:00.000000,0.9730279968
2592681,2018-02-28 00:00:00.000000,2018-05-30 00:00:00.000000,0.9754660525
2592681,2018-05-31 00:00:00.000000,2018-08-30 00:00:00.000000,0.9780624487
2592681,2018-08-31 00:00:00.000000,2018-11-29 00:00:00.000000,0.9804056745
2592681,2018-11-30 00:00:00.000000,2019-02-27 00:00:00.000000,0.9823874931
2592681,2019-02-28 00:00:00.000000,2019-05-30 00:00:00.000000,0.9841607557
2592681,2019-05-31 00:00:00.000000,2019-08-29 00:00:00.000000,0.9865851951
2592681,2019-08-30 00:00:00.000000,2019-11-28 00:00:00.000000,0.9884285904
2592681,2019-11-29 00:00:00.000000,2020-02-27 00:00:00.000000,0.9906614864
2592681,2020-02-28 00:00:00.000000,2020-05-28 00:00:00.000000,0.9927293854
2592681,2020-05-29 00:00:00.000000,2020-08-30 00:00:00.000000,0.9948445758
2592681,2020-08-31 00:00:00.000000,2020-11-29 00:00:00.000000,0.9967071156
2592681,2020-11-30 00:00:00.000000,2021-02-25 00:00:00.000000,0.9982610712
2592681,2021-02-26 00:00:00.000000,,1.0000000000
2592914,2017-11-30 00:00:00.000000,2018-02-28 00:00:00.000000,0.9304064220
2592914,2018-03-01 00:00:00.000000,2018-05-30 00:00:00.000000,0.9338976281
2592914,2018-05-31 00:00:00.000000,2018-09-05 00:00:00.000000,0.9377133487
2592914,2018-09-06 00:00:00.000000,2018-12-05 00:00:00.000000,0.9422462847
2592914,2018-12-06 00:00:00.000000,2019-02-27 00:00:00.000000,0.9475121916
2592914,2019-02-28 00:00:00.000000,2019-06-05 00:00:00.000000,0.9523497283
2592914,2019-06-06 00:00:00.000000,2019-09-04 00:00:00.000000,0.9574957103
2592914,2019-09-05 00:00:00.000000,2019-12-04 00:00:00.000000,0.9638065572
2592914,2019-12-05 00:00:00.000000,2020-03-04 00:00:00.000000,0.9690684674
2592914,2020-03-05 00:00:00.000000,2020-06-03 00:00:00.000000,0.9752518181
2592914,2020-06-04 00:00:00.000000,2020-09-02 00:00:00.000000,0.9820532644
2592914,2020-09-03 00:00:00.000000,2020-12-02 00:00:00.000000,0.9888941927
2592914,2020-12-03 00:00:00.000000,2021-03-03 00:00:00.000000,0.9950576606
2592914,2021-03-04 00:00:00.000000,,1.0000000000
2649128,2018-02-08 00:00:00.000000,2018-05-09 00:00:00.000000,0.9565153501
2649128,2018-05-10 00:00:00.000000,2018-08-08 00:00:00.000000,0.9581467937
2649128,2018-08-09 00:00:00.000000,2018-11-07 00:00:00.000000,0.9606196760
2649128,2018-11-08 00:00:00.000000,2019-02-12 00:00:00.000000,0.9631971901
2649128,2019-02-13 00:00:00.000000,2019-05-13 00:00:00.000000,0.9667794155
2649128,2019-05-14 00:00:00.000000,2019-08-07 00:00:00.000000,0.9705455131
2649128,2019-08-08 00:00:00.000000,2019-11-06 00:00:00.000000,0.9749559044
2649128,2019-11-07 00:00:00.000000,2020-02-12 00:00:00.000000,0.9788184656
2649128,2020-02-13 00:00:00.000000,2020-05-06 00:00:00.000000,0.9825191026
2649128,2020-05-07 00:00:00.000000,2020-08-05 00:00:00.000000,0.9876616858
2649128,2020-08-06 00:00:00.000000,2020-11-11 00:00:00.000000,0.9928874090
2649128,2020-11-12 00:00:00.000000,2021-02-10 00:00:00.000000,0.9967684022
2649128,2021-02-11 00:00:00.000000,,1.0000000000
2649388,2017-11-30 00:00:00.000000,2018-02-28 00:00:00.000000,0.9489188440
2649388,2018-03-01 00:00:00.000000,2018-05-30 00:00:00.000000,0.9525157882
2649388,2018-05-31 00:00:00.000000,2018-09-05 00:00:00.000000,0.9559298233
2649388,2018-09-06 00:00:00.000000,2018-12-05 00:00:00.000000,0.9597250781
2649388,2018-12-06 00:00:00.000000,2019-03-06 00:00:00.000000,0.9641567091
2649388,2019-03-07 00:00:00.000000,2019-06-05 00:00:00.000000,0.9676039733
2649388,2019-06-06 00:00:00.000000,2019-09-04 00:00:00.000000,0.9711353747
2649388,2019-09-05 00:00:00.000000,2019-12-04 00:00:00.000000,0.9750750719
2649388,2019-12-05 00:00:00.000000,2020-03-04 00:00:00.000000,0.9792442866
2649388,2020-03-05 00:00:00.000000,2020-06-03 00:00:00.000000,0.9842789616
2649388,2020-06-04 00:00:00.000000,2020-09-02 00:00:00.000000,0.9889856153
2649388,2020-09-03 00:00:00.000000,2020-12-02 00:00:00.000000,0.9928763873
2649388,2020-12-03 00:00:00.000000,2021-03-03 00:00:00.000000,0.9963685883
2649388,2021-03-04 00:00:00.000000,,1.0000000000
2649679,2017-12-28 00:00:00.000000,2018-03-21 00:00:00.000000,0.9002851977
2593346,2017-12-07 00:00:00.000000,,1.0000000000
2665162,2017-12-27 00:00:00.000000,2018-03-13 00:00:00.000000,0.9106962626
2665162,2018-03-14 00:00:00.000000,2018-06-13 00:00:00.000000,0.9187200182
2665162,2018-06-14 00:00:00.000000,2018-09-12 00:00:00.000000,0.9270085654
2665162,2018-09-13 00:00:00.000000,2018-12-26 00:00:00.000000,0.9343154157
2665162,2018-12-27 00:00:00.000000,2019-03-13 00:00:00.000000,0.9415346076
2665162,2019-03-14 00:00:00.000000,2019-06-12 00:00:00.000000,0.9483142594
2665162,2019-06-13 00:00:00.000000,2019-09-11 00:00:00.000000,0.9548112107
2665162,2019-09-12 00:00:00.000000,2019-12-23 00:00:00.000000,0.9609644216
2665162,2019-12-24 00:00:00.000000,2020-03-11 00:00:00.000000,0.9671800344
2665162,2020-03-12 00:00:00.000000,2020-06-11 00:00:00.000000,0.9734443425
2665162,2020-06-12 00:00:00.000000,2020-09-13 00:00:00.000000,0.9799189143
2665162,2020-09-14 00:00:00.000000,2020-12-21 00:00:00.000000,0.9860769725
2665162,2020-12-22 00:00:00.000000,2021-03-11 00:00:00.000000,0.9926042677
2665162,2021-03-12 00:00:00.000000,,1.0000000000
2649679,2018-03-22 00:00:00.000000,2018-06-28 00:00:00.000000,0.9076426853
2649679,2018-06-29 00:00:00.000000,2018-09-19 00:00:00.000000,0.9147550628
2649679,2018-09-20 00:00:00.000000,2018-12-27 00:00:00.000000,0.9219212914
2649679,2018-12-28 00:00:00.000000,2019-03-20 00:00:00.000000,0.9296532837
2649679,2019-03-21 00:00:00.000000,2019-07-02 00:00:00.000000,0.9369020057
2649679,2019-07-03 00:00:00.000000,2019-09-18 00:00:00.000000,0.9435072391
2649679,2019-09-19 00:00:00.000000,2019-12-26 00:00:00.000000,0.9500634903
2649679,2019-12-27 00:00:00.000000,2020-03-18 00:00:00.000000,0.9561648589
2649679,2020-03-19 00:00:00.000000,2020-06-24 00:00:00.000000,0.9660232011
2649679,2020-06-25 00:00:00.000000,2020-09-23 00:00:00.000000,0.9745067025
2649679,2020-09-24 00:00:00.000000,2020-12-16 00:00:00.000000,0.9834825917
2649679,2020-12-17 00:00:00.000000,2021-03-23 00:00:00.000000,0.9915071032
2649679,2021-03-24 00:00:00.000000,,1.0000000000
2650116,2017-11-16 00:00:00.000000,2018-02-22 00:00:00.000000,0.9714049126
2665190,2017-11-14 00:00:00.000000,2018-02-05 00:00:00.000000,0.9525281555
2665190,2018-02-06 00:00:00.000000,2018-05-13 00:00:00.000000,0.9575324314
2665190,2018-05-14 00:00:00.000000,2018-08-06 00:00:00.000000,0.9625398642
2665190,2018-08-07 00:00:00.000000,2018-11-08 00:00:00.000000,0.9673022934
2665190,2018-11-09 00:00:00.000000,2019-02-04 00:00:00.000000,0.9713364550
2665190,2019-02-05 00:00:00.000000,2019-05-14 00:00:00.000000,0.9745200049
2665190,2019-05-15 00:00:00.000000,2019-08-05 00:00:00.000000,0.9777162854
2665190,2019-08-06 00:00:00.000000,2019-11-07 00:00:00.000000,0.9811085868
2665190,2019-11-08 00:00:00.000000,2020-02-09 00:00:00.000000,0.9849025895
2665190,2020-02-10 00:00:00.000000,2020-05-11 00:00:00.000000,0.9891772400
2665190,2020-05-12 00:00:00.000000,2020-08-11 00:00:00.000000,0.9935444685
2665190,2020-08-12 00:00:00.000000,2020-11-08 00:00:00.000000,0.9971667164
2665190,2020-11-09 00:00:00.000000,,1.0000000000
2665480,2017-11-14 00:00:00.000000,2018-02-12 00:00:00.000000,0.9438668251
2665480,2018-02-13 00:00:00.000000,2018-05-14 00:00:00.000000,0.9482393905
2665480,2018-05-15 00:00:00.000000,2018-08-16 00:00:00.000000,0.9523403777
2665480,2018-08-17 00:00:00.000000,2018-11-22 00:00:00.000000,0.9564296255
2665480,2018-11-23 00:00:00.000000,2019-02-12 00:00:00.000000,0.9604023343
2665480,2019-02-13 00:00:00.000000,2019-05-14 00:00:00.000000,0.9647104511
2665480,2019-05-15 00:00:00.000000,2019-08-15 00:00:00.000000,0.9687517277
2665480,2019-08-16 00:00:00.000000,2019-11-19 00:00:00.000000,0.9722598819
2665480,2019-11-20 00:00:00.000000,2020-02-12 00:00:00.000000,0.9764412166
2665480,2020-02-13 00:00:00.000000,2020-05-27 00:00:00.000000,0.9808173716
2665480,2020-05-28 00:00:00.000000,2020-08-24 00:00:00.000000,0.9859525411
2665480,2020-08-25 00:00:00.000000,2020-11-23 00:00:00.000000,0.9907750793
2665480,2020-11-24 00:00:00.000000,2021-02-10 00:00:00.000000,0.9952299180
2665480,2021-02-11 00:00:00.000000,,1.0000000000
2665575,2000-01-01 00:00:00.000000,,1.0000000000
2593695,2017-11-30 00:00:00.000000,2018-02-28 00:00:00.000000,0.9652115705
2593695,2018-03-01 00:00:00.000000,2018-05-30 00:00:00.000000,0.9674950815
2593695,2018-05-31 00:00:00.000000,2018-08-29 00:00:00.000000,0.9700595914
2593695,2018-08-30 00:00:00.000000,2018-11-29 00:00:00.000000,0.9725580504
2593695,2018-11-30 00:00:00.000000,2019-02-27 00:00:00.000000,0.9752823026
2593695,2019-02-28 00:00:00.000000,2019-06-05 00:00:00.000000,0.9777569773
2593695,2019-06-06 00:00:00.000000,2019-08-28 00:00:00.000000,0.9805589381
2593695,2019-08-29 00:00:00.000000,2019-12-04 00:00:00.000000,0.9830468054
2593695,2019-12-05 00:00:00.000000,2020-02-26 00:00:00.000000,0.9856775108
2593695,2020-02-27 00:00:00.000000,2020-06-03 00:00:00.000000,0.9881754840
2593695,2020-06-04 00:00:00.000000,2020-08-27 00:00:00.000000,0.9908585116
2593695,2020-08-28 00:00:00.000000,2020-12-02 00:00:00.000000,0.9936804859
2593695,2020-12-03 00:00:00.000000,2021-02-24 00:00:00.000000,0.9968793784
2593695,2021-02-25 00:00:00.000000,,1.0000000000
2650116,2018-02-23 00:00:00.000000,2018-05-16 00:00:00.000000,0.9735038227
2650116,2018-05-17 00:00:00.000000,2018-08-15 00:00:00.000000,0.9757055092
2650116,2018-08-16 00:00:00.000000,2018-11-14 00:00:00.000000,0.9776223283
2650116,2018-11-15 00:00:00.000000,2019-02-21 00:00:00.000000,0.9796529418
2650116,2019-02-22 00:00:00.000000,2019-05-15 00:00:00.000000,0.9821770721
2650116,2019-05-16 00:00:00.000000,2019-08-14 00:00:00.000000,0.9847594032
2650116,2019-08-15 00:00:00.000000,2019-11-13 00:00:00.000000,0.9869237938
2650116,2019-11-14 00:00:00.000000,2020-02-27 00:00:00.000000,0.9888184675
2650116,2020-02-28 00:00:00.000000,2020-05-20 00:00:00.000000,0.9913470289
2650116,2020-05-21 00:00:00.000000,2020-08-19 00:00:00.000000,0.9937053257
2650116,2020-08-20 00:00:00.000000,2020-11-11 00:00:00.000000,0.9957114502
2650116,2020-11-12 00:00:00.000000,2021-02-25 00:00:00.000000,0.9975489104
2650116,2021-02-26 00:00:00.000000,,1.0000000000
2650575,2017-11-15 00:00:00.000000,2018-02-12 00:00:00.000000,0.8461881043
2593888,2017-12-07 00:00:00.000000,2018-03-07 00:00:00.000000,0.9589396857
2593888,2018-03-08 00:00:00.000000,2018-06-06 00:00:00.000000,0.9622335018
2593888,2018-06-07 00:00:00.000000,2018-09-05 00:00:00.000000,0.9653595311
2593888,2018-09-06 00:00:00.000000,2018-12-06 00:00:00.000000,0.9681785930
2593888,2018-12-07 00:00:00.000000,2019-03-06 00:00:00.000000,0.9712788904
2593888,2019-03-07 00:00:00.000000,2019-06-05 00:00:00.000000,0.9742968668
2593888,2019-06-06 00:00:00.000000,2019-09-05 00:00:00.000000,0.9774412090
2593888,2019-09-06 00:00:00.000000,2019-12-08 00:00:00.000000,0.9803616611
2593888,2019-12-09 00:00:00.000000,2020-03-08 00:00:00.000000,0.9833415985
2593888,2020-03-09 00:00:00.000000,2020-06-07 00:00:00.000000,0.9866011120
2593888,2020-06-08 00:00:00.000000,2020-09-07 00:00:00.000000,0.9898322491
2593888,2020-09-08 00:00:00.000000,2020-12-08 00:00:00.000000,0.9931841608
2593888,2020-12-09 00:00:00.000000,2021-03-08 00:00:00.000000,0.9966273872
2593888,2021-03-09 00:00:00.000000,,1.0000000000
2607936,2017-10-16 00:00:00.000000,2018-01-15 00:00:00.000000,0.9469206213
2607936,2018-01-16 00:00:00.000000,2018-04-12 00:00:00.000000,0.9482934749
2607936,2018-04-13 00:00:00.000000,2018-07-15 00:00:00.000000,0.9498913099
2607936,2018-07-16 00:00:00.000000,2018-10-15 00:00:00.000000,0.9512884865
2607936,2018-10-16 00:00:00.000000,2019-01-15 00:00:00.000000,0.9529990175
2607936,2019-01-16 00:00:00.000000,2019-04-14 00:00:00.000000,0.9551303562
2607936,2019-04-15 00:00:00.000000,2019-07-15 00:00:00.000000,0.9571298678
2607936,2019-07-16 00:00:00.000000,2019-10-15 00:00:00.000000,0.9602405061
2607936,2019-10-16 00:00:00.000000,2020-01-15 00:00:00.000000,0.9642436838
2607936,2020-01-16 00:00:00.000000,2020-04-14 00:00:00.000000,0.9674503009
2607936,2020-04-15 00:00:00.000000,2020-07-15 00:00:00.000000,0.9761181748
2607936,2020-07-16 00:00:00.000000,2020-10-14 00:00:00.000000,0.9838922921
2607936,2020-10-15 00:00:00.000000,2021-01-13 00:00:00.000000,0.9937985778
2607936,2021-01-14 00:00:00.000000,,1.0000000000
2650575,2018-02-13 00:00:00.000000,2018-05-15 00:00:00.000000,0.8568440087
2650575,2018-05-16 00:00:00.000000,2018-08-15 00:00:00.000000,0.8677860245
2650575,2018-08-16 00:00:00.000000,2018-11-14 00:00:00.000000,0.8776956514
2650575,2018-11-15 00:00:00.000000,2019-02-12 00:00:00.000000,0.8871637814
2650575,2019-02-13 00:00:00.000000,2019-05-15 00:00:00.000000,0.8971264533
2650575,2019-05-16 00:00:00.000000,2019-08-14 00:00:00.000000,0.9076386524
2650575,2019-08-15 00:00:00.000000,2019-11-13 00:00:00.000000,0.9203438995
2650575,2019-11-14 00:00:00.000000,2020-02-12 00:00:00.000000,0.9330391319
2650575,2020-02-13 00:00:00.000000,2020-07-08 00:00:00.000000,0.9473338877
